FIPS,county,state,year,total_vote,dem_vote,rep_vote
17007,Boone,IL,2012,21365,9883,11096
17007,Boone,IL,2016,23001,8986,12282
17007,Boone,IL,2020,24979,10542,13883
17009,Brown,IL,1960,3740,1849,1889
17009,Brown,IL,1964,3438,2083,1355
17009,Brown,IL,1968,3163,1265,1629
17009,Brown,IL,1972,3022,1203,1780
17009,Brown,IL,1976,3103,1533,1519
17009,Brown,IL,1980,2692,950,1660
17009,Brown,IL,1984,2446,959,1478
17009,Brown,IL,1988,2646,1267,1373
17009,Brown,IL,1992,2689,1146,1029
17009,Brown,IL,1996,2297,997,1053
17009,Brown,IL,2000,2660,1077,1529
17009,Brown,IL,2004,2585,895,1679
17009,Brown,IL,2008,2569,986,1544
17009,Brown,IL,2012,2364,787,1513
17009,Brown,IL,2016,2379,476,1796
17009,Brown,IL,2020,2521,486,1931
17011,Bureau,IL,1960,20407,7786,12597
17011,Bureau,IL,1964,18638,9086,9552
17011,Bureau,IL,1968,18703,6304,11216
17011,Bureau,IL,1972,18952,6133,12786
17011,Bureau,IL,1976,18648,7566,10854
17011,Bureau,IL,1980,18587,5753,11484
17011,Bureau,IL,1984,18765,6925,11741
17011,Bureau,IL,1988,16351,7354,8896
17011,Bureau,IL,1992,17907,7551,6836
17011,Bureau,IL,1996,16073,7651,6528
17011,Bureau,IL,2000,16823,7754,8526
17011,Bureau,IL,2004,17902,7961,9822
17011,Bureau,IL,2008,17113,8889,7911
17011,Bureau,IL,2012,16631,8134,8164
17011,Bureau,IL,2016,16571,6029,9281
17011,Bureau,IL,2020,17434,6669,10411
17013,Calhoun,IL,1960,3267,1608,1654
17013,Calhoun,IL,1964,3093,1805,1288
17013,Calhoun,IL,1968,3139,1329,1542
17013,Calhoun,IL,1972,3017,1299,1705
17013,Calhoun,IL,1976,2943,1549,1364
17013,Calhoun,IL,1980,2895,1208,1591
17013,Calhoun,IL,1984,3107,1443,1648
17013,Calhoun,IL,1988,2790,1544,1238
17013,Calhoun,IL,1992,2803,1519,745
17013,Calhoun,IL,1996,3013,1676,941
17013,Calhoun,IL,2000,2602,1310,1229
17013,Calhoun,IL,2004,2706,1367,1317
17013,Calhoun,IL,2008,2699,1423,1221
17013,Calhoun,IL,2012,2576,1080,1440
17013,Calhoun,IL,2016,2571,739,1721
17013,Calhoun,IL,2020,2772,677,2046
17015,Carroll,IL,1960,9418,3097,6282
17015,Carroll,IL,1964,8549,4062,4487
17015,Carroll,IL,1968,8282,2558,5275
17015,Carroll,IL,1972,8631,2571,6041
17015,Carroll,IL,1976,8526,3372,5059
17015,Carroll,IL,1980,8023,2154,5084
17015,Carroll,IL,1984,7658,2398,5237
17015,Carroll,IL,1988,7512,2990,4464
17015,Carroll,IL,1992,7679,2854,3297
17015,Carroll,IL,1996,6799,2926,3029
17015,Carroll,IL,2000,7177,3113,3835
17015,Carroll,IL,2004,8135,3537,4534
17015,Carroll,IL,2008,7674,3965,3596
17015,Carroll,IL,2012,7386,3665,3555
17015,Carroll,IL,2016,7445,2447,4434
17015,Carroll,IL,2020,8024,2748,5105
17017,Cass,IL,1960,7715,3692,4015
17017,Cass,IL,1964,7260,4424,2836
17017,Cass,IL,1968,7139,3302,3411
17017,Cass,IL,1972,7219,2803,4414
17017,Cass,IL,1976,7144,3589,3524
17017,Cass,IL,1980,6770,2543,3965
17017,Cass,IL,1984,6399,2937,3435
17017,Cass,IL,1988,6267,3316,2916
17017,Cass,IL,1992,6447,3200,2162
17017,Cass,IL,1996,5667,2834,2214
17017,Cass,IL,2000,5899,2789,2968
17017,Cass,IL,2004,5700,2492,3163
17017,Cass,IL,2008,5408,2690,2617
17017,Cass,IL,2012,4862,2053,2707
17017,Cass,IL,2016,5124,1621,3216
17017,Cass,IL,2020,5326,1615,3625
17019,Champaign,IL,1960,45441,17115,27793
17019,Champaign,IL,1964,47802,25792,22010
17019,Champaign,IL,1968,48648,18425,26027
17019,Champaign,IL,1972,58679,24743,33700
17019,Champaign,IL,1976,63107,26858,34546
17019,Champaign,IL,1980,65360,21017,33329
17019,Champaign,IL,1984,66925,27266,39224
17019,Champaign,IL,1988,63499,29733,33247
17019,Champaign,IL,1992,76092,35003,27096
17019,Champaign,IL,1996,66429,32454,28232
17019,Champaign,IL,2000,74285,35515,34645
17019,Champaign,IL,2004,82434,41524,39896
17019,Champaign,IL,2008,84143,48597,33871
17019,Champaign,IL,2012,78359,40831,35312
17019,Champaign,IL,2016,91628,50137,33368
17019,Champaign,IL,2020,95142,57067,35285
17021,Christian,IL,1960,19485,10207,9263
17021,Christian,IL,1964,18051,11898,6153
17021,Christian,IL,1968,17694,8465,7486
17021,Christian,IL,1972,17675,7556,10072
17021,Christian,IL,1976,16960,9306,7445
17021,Christian,IL,1980,16036,6625,8770
17021,Christian,IL,1984,16152,7541,8534
17021,Christian,IL,1988,15436,8295,7040
17021,Christian,IL,1992,17590,9042,5087
17021,Christian,IL,1996,14837,7431,5563
17021,Christian,IL,2000,14771,6799,7537
17021,Christian,IL,2004,15267,6112,9044
17021,Christian,IL,2008,15100,6918,7872
17021,Christian,IL,2012,14701,5494,8885
17021,Christian,IL,2016,15477,3992,10543
17021,Christian,IL,2020,16204,4335,11563
17023,Clark,IL,1960,9273,3949,5319
17023,Clark,IL,1964,8867,4464,4403
17023,Clark,IL,1968,8575,2813,4809
17023,Clark,IL,1972,8680,2965,5706
17023,Clark,IL,1976,8622,4071,4506
17023,Clark,IL,1980,8666,2855,5476
17023,Clark,IL,1984,8382,3032,5318
17023,Clark,IL,1988,7811,3275,4508
17023,Clark,IL,1992,7979,3338,3175
17023,Clark,IL,1996,7220,2995,3409
17023,Clark,IL,2000,7512,2932,4398
17023,Clark,IL,2004,8007,2877,5082
17023,Clark,IL,2008,8288,3742,4409
17023,Clark,IL,2012,7860,2591,5144
17023,Clark,IL,2016,7928,1877,5622
17023,Clark,IL,2020,8356,1993,6226
17025,Clay,IL,1960,8538,3394,5134
17025,Clay,IL,1964,8216,4551,3665
17025,Clay,IL,1968,7986,2878,4429
17025,Clay,IL,1972,8138,2844,5283
17025,Clay,IL,1976,7729,3837,3860
17025,Clay,IL,1980,7266,2587,4447
17025,Clay,IL,1984,7104,2524,4562
17025,Clay,IL,1988,6279,2761,3494
17025,Clay,IL,1992,6652,2962,2471
17025,Clay,IL,1996,6228,2750,2703
17025,Clay,IL,2000,6135,2212,3789
17025,Clay,IL,2004,6554,2101,4416
17025,Clay,IL,2008,6454,2425,3926
17025,Clay,IL,2012,5908,1584,4190
17025,Clay,IL,2016,6350,1020,5021
17025,Clay,IL,2020,6886,1129,5629
17027,Clinton,IL,1960,11903,6188,5709
17027,Clinton,IL,1964,12031,7339,4692
17027,Clinton,IL,1968,12199,4453,6561
17027,Clinton,IL,1972,12712,4756,7931
17027,Clinton,IL,1976,13671,6275,7245
17027,Clinton,IL,1980,13593,4470,8500
17027,Clinton,IL,1984,13899,4628,9233
17027,Clinton,IL,1988,13680,5935,7681
17027,Clinton,IL,1992,15822,6686,5771
17027,Clinton,IL,1996,13844,6104,6065
17027,Clinton,IL,2000,15427,6436,8588
17027,Clinton,IL,2004,17131,6797,10219
17027,Clinton,IL,2008,17314,7657,9357
17027,Clinton,IL,2012,16450,5596,10524
17027,Clinton,IL,2016,17419,3945,12412
17027,Clinton,IL,2020,19170,4493,14304
17029,Coles,IL,1960,20814,8629,12166
17029,Coles,IL,1964,20255,11377,8878
17029,Coles,IL,1968,19766,7337,10449
17029,Coles,IL,1972,21751,7988,13681
17029,Coles,IL,1976,20162,8639,11021
17029,Coles,IL,1980,20671,6743,11994
17029,Coles,IL,1984,21295,7156,14044
17029,Coles,IL,1988,19504,8327,11043
17029,Coles,IL,1992,22300,9402,8098
17029,Coles,IL,1996,19298,8950,8038
17029,Coles,IL,2000,20093,8904,10495
17029,Coles,IL,2004,22780,9566,13015
17029,Coles,IL,2008,23076,11716,10978
17029,Coles,IL,2012,21358,9262,11631
17029,Coles,IL,2016,21918,7309,13003
17029,Coles,IL,2020,22606,8067,14037
17031,Cook,IL,1960,2445269,1378343,1059607
17031,Cook,IL,1964,2432899,1537181,895718
17031,Cook,IL,1968,2336538,1181316,960493
17031,Cook,IL,1972,2311037,1063268,1234307
17031,Cook,IL,1976,2209748,1180814,987498
17031,Cook,IL,1980,2163097,1124584,856574
17031,Cook,IL,1984,2180735,1112641,1055558
17031,Cook,IL,1988,2026144,1129973,878582
17031,Cook,IL,1992,2146655,1249533,605300
17031,Cook,IL,1996,1726666,1153289,461557
17031,Cook,IL,2000,1865907,1280547,534542
17031,Cook,IL,2004,2049434,1439724,597405
17031,Cook,IL,2008,2137466,1629024,487736
17031,Cook,IL,2012,2011598,1488537,495542
17031,Cook,IL,2016,2180344,1611946,453287
17031,Cook,IL,2020,2325405,1725973,558269
17033,Crawford,IL,1960,11058,4245,6809
17033,Crawford,IL,1964,10458,5624,4834
17033,Crawford,IL,1968,10098,3383,5870
17033,Crawford,IL,1972,10055,3477,6568
17033,Crawford,IL,1976,10622,5007,5522
17033,Crawford,IL,1980,9710,3372,5894
17033,Crawford,IL,1984,9424,3130,6261
17033,Crawford,IL,1988,8571,3555,4951
17033,Crawford,IL,1992,9671,3964,3606
17033,Crawford,IL,1996,8693,3627,3965
17033,Crawford,IL,2000,8500,3333,4974
17033,Crawford,IL,2004,9332,3194,6083
17033,Crawford,IL,2008,9129,3883,5070
17033,Crawford,IL,2012,8609,2858,5585
17033,Crawford,IL,2016,8739,1992,6277
17033,Crawford,IL,2020,9425,2202,7043
17035,Cumberland,IL,1960,5500,2475,3020
17035,Cumberland,IL,1964,5307,3056,2251
17035,Cumberland,IL,1968,5028,1828,2671
17035,Cumberland,IL,1972,5358,2083,3257
17035,Cumberland,IL,1976,5344,2752,2518
17035,Cumberland,IL,1980,5289,1892,3159
17035,Cumberland,IL,1984,4762,1733,3002
17035,Cumberland,IL,1988,4600,1904,2667
17035,Cumberland,IL,1992,5202,2111,1860
17035,Cumberland,IL,1996,4469,1776,2002
17035,Cumberland,IL,2000,4975,1870,2964
17035,Cumberland,IL,2004,5416,1862,3497
17035,Cumberland,IL,2008,5321,2055,3156
17035,Cumberland,IL,2012,5295,1641,3509
17035,Cumberland,IL,2016,5571,1031,4206
17035,Cumberland,IL,2020,5832,1142,4601
17037,De Kalb,IL,1960,22388,6783,15586
17037,De Kalb,IL,1964,22049,10257,11791
17037,De Kalb,IL,1968,22999,6974,14535
17037,De Kalb,IL,1972,31384,12375,18910
17037,De Kalb,IL,1976,30728,11535,18193
17037,De Kalb,IL,1980,30365,8913,16370
17037,De Kalb,IL,1984,31465,10942,20294
17037,De Kalb,IL,1988,29190,11811,17182
17037,De Kalb,IL,1992,34232,13744,12655
17037,De Kalb,IL,1996,28527,12715,12380
17037,De Kalb,IL,2000,33233,14798,17139
17037,De Kalb,IL,2004,40768,19263,21095
17037,De Kalb,IL,2008,44818,25784,18266
17037,De Kalb,IL,2012,41092,21207,18934
17037,De Kalb,IL,2016,43600,20466,19091
17037,De Kalb,IL,2020,47825,24643,21905
17039,De Witt,IL,1960,8689,3607,5074
17039,De Witt,IL,1964,7976,4371,3605
17039,De Witt,IL,1968,7834,2823,4247
17039,De Witt,IL,1972,7705,2672,5025
17039,De Witt,IL,1976,7666,3477,4137
17039,De Witt,IL,1980,7344,2262,4648
17039,De Witt,IL,1984,6915,2352,4534
17039,De Witt,IL,1988,6645,2660,3942
17039,De Witt,IL,1992,7759,3009,3164
17039,De Witt,IL,1996,6589,2878,2978
17039,De Witt,IL,2000,7051,2870,3968
17039,De Witt,IL,2004,7798,2836,4920
17039,De Witt,IL,2008,7801,3308,4348
17039,De Witt,IL,2012,7345,2601,4579
17039,De Witt,IL,2016,7556,1910,5077
17039,De Witt,IL,2020,8024,2191,5632
17041,Douglas,IL,1960,9299,3532,5761
17041,Douglas,IL,1964,8918,4695,4223
17041,Douglas,IL,1968,8537,2824,5058
17041,Douglas,IL,1972,8506,2656,5840
17041,Douglas,IL,1976,8522,3826,4635
17041,Douglas,IL,1980,8294,2564,5330
17041,Douglas,IL,1984,8604,2886,5691
17041,Douglas,IL,1988,7598,3184,4378
17041,Douglas,IL,1992,8276,3341,3309
17041,Douglas,IL,1996,7013,2955,3272
17041,Douglas,IL,2000,8152,3215,4734
17041,Douglas,IL,2004,8540,2767,5702
17041,Douglas,IL,2008,8356,3228,5005
17041,Douglas,IL,2012,7897,2430,5334
17041,Douglas,IL,2016,8195,1949,5698
17041,Douglas,IL,2020,8738,2335,6227
17043,Du Page,IL,1960,145445,44263,101014
17043,Du Page,IL,1964,165100,66229,98871
17043,Du Page,IL,1968,187496,48492,124893
17043,Du Page,IL,1972,229739,57043,172341
17043,Du Page,IL,1976,254547,72137,175055
17043,Du Page,IL,1980,284749,68991,182308
17043,Du Page,IL,1984,300215,71430,227141
17043,Du Page,IL,1988,314054,94285,217907
17043,Du Page,IL,1992,370987,114564,178271
17043,Du Page,IL,1996,324486,129709,164630
17043,Du Page,IL,2000,364362,152550,201037
17043,Du Page,IL,2004,402446,180097,218902
17043,Du Page,IL,2008,417973,228698,183626
17043,Du Page,IL,2012,401081,199460,195046
17043,Du Page,IL,2016,430674,228622,166415
17043,Du Page,IL,2020,485104,281222,193611
17045,Edgar,IL,1960,12376,5024,7348
17045,Edgar,IL,1964,11793,5966,5827
17045,Edgar,IL,1968,11151,3565,6281
17045,Edgar,IL,1972,11116,3889,7195
17045,Edgar,IL,1976,11021,5058,5842
17045,Edgar,IL,1980,10515,3394,6639
17045,Edgar,IL,1984,10099,3241,6821
17045,Edgar,IL,1988,9459,3880,5538
17045,Edgar,IL,1992,9776,4014,3790
17045,Edgar,IL,1996,8302,3552,3746
17045,Edgar,IL,2000,8232,3216,4833
17045,Edgar,IL,2004,8429,3093,5258
17045,Edgar,IL,2008,8255,3743,4398
17045,Edgar,IL,2012,7819,2565,5132
17045,Edgar,IL,2016,7899,1793,5645
17045,Edgar,IL,2020,8196,1887,6193
17047,Edwards,IL,1960,4745,1446,3291
17047,Edwards,IL,1964,4253,1991,2262
17047,Edwards,IL,1968,4135,1095,2633
17047,Edwards,IL,1972,4081,1055,3017
17047,Edwards,IL,1976,4066,1648,2379
17047,Edwards,IL,1980,3751,1041,2556
17047,Edwards,IL,1984,3845,1057,2778
17047,Edwards,IL,1988,3450,1218,2212
17047,Edwards,IL,1992,3552,1299,1601
17047,Edwards,IL,1996,3103,1089,1613
17047,Edwards,IL,2000,3260,978,2212
17047,Edwards,IL,2004,3364,930,2412
17047,Edwards,IL,2008,3350,1140,2137
17047,Edwards,IL,2012,3228,754,2405
17047,Edwards,IL,2016,3324,434,2778
17047,Edwards,IL,2020,3366,488,2833
17049,Effingham,IL,1960,12092,5676,6410
17049,Effingham,IL,1964,11826,6782,5044
17049,Effingham,IL,1968,11972,4496,6698
17049,Effingham,IL,1972,13193,4431,8752
17049,Effingham,IL,1976,13391,5952,7194
17049,Effingham,IL,1980,13808,4229,9104
17049,Effingham,IL,1984,13504,3841,9617
17049,Effingham,IL,1988,13066,4553,8431
17049,Effingham,IL,1992,14981,5221,6329
17049,Effingham,IL,1996,14204,4825,7696
17049,Effingham,IL,2000,14485,4225,9855
17049,Effingham,IL,2004,16278,4388,11774
17049,Effingham,IL,2008,16835,5262,11323
17049,Effingham,IL,2012,16613,3861,12501
17049,Effingham,IL,2016,17514,3083,13635
17049,Effingham,IL,2020,19049,3716,15006
17051,Fayette,IL,1960,11504,4907,6586
17051,Fayette,IL,1964,10787,6295,4492
17051,Fayette,IL,1968,10403,4011,5449
17051,Fayette,IL,1972,10768,4192,6574
17051,Fayette,IL,1976,10255,5128,5059
17051,Fayette,IL,1980,10408,3614,6523
17051,Fayette,IL,1984,10473,3844,6607
17051,Fayette,IL,1988,10118,4632,5452
17051,Fayette,IL,1992,10118,4833,3508
17051,Fayette,IL,1996,8792,3887,3881
17051,Fayette,IL,2000,9338,3886,5200
17051,Fayette,IL,2004,9549,3571,5880
17051,Fayette,IL,2008,9680,3967,5499
17051,Fayette,IL,2012,8971,2853,5951
17051,Fayette,IL,2016,9591,1819,7372
17051,Fayette,IL,2020,10056,1826,8055
17053,Ford,IL,1960,8478,2698,5779
17053,Ford,IL,1964,8077,3427,4650
17053,Ford,IL,1968,8004,2216,5233
17053,Ford,IL,1972,7591,1934,5656
17053,Ford,IL,1976,7553,2690,4801
17053,Ford,IL,1980,7214,1803,5024
17053,Ford,IL,1984,6663,1763,4871
17053,Ford,IL,1988,6145,2026,4059
17053,Ford,IL,1992,6481,2175,3046
17053,Ford,IL,1996,5770,2065,3077
17053,Ford,IL,2000,6153,2090,3889
17053,Ford,IL,2004,6479,1912,4511
17053,Ford,IL,2008,6386,2227,4079
17053,Ford,IL,2012,6006,1656,4229
17053,Ford,IL,2016,6396,1414,4480
17053,Ford,IL,2020,6953,1754,5048
17055,Franklin,IL,1960,23266,11368,11861
17055,Franklin,IL,1964,21201,13581,7620
17055,Franklin,IL,1968,21074,10095,9036
17055,Franklin,IL,1972,18729,8545,10121
17055,Franklin,IL,1976,20324,12818,7420
17055,Franklin,IL,1980,19856,9425,9731
17055,Franklin,IL,1984,20377,10667,9656
17055,Franklin,IL,1988,18783,11023,7677
17055,Franklin,IL,1992,21481,12744,5504
17055,Franklin,IL,1996,17358,9814,5354
17055,Franklin,IL,2000,19212,10201,8490
17055,Franklin,IL,2004,19352,8816,10388
17055,Franklin,IL,2008,18641,8880,9404
17055,Franklin,IL,2012,17914,7254,10267
17055,Franklin,IL,2016,18711,4727,13116
17055,Franklin,IL,2020,18626,4760,13622
17057,Fulton,IL,1960,22251,10194,11999
17057,Fulton,IL,1964,20815,13030,7785
17057,Fulton,IL,1968,20509,9622,9582
17057,Fulton,IL,1972,19949,7529,12328
17057,Fulton,IL,1976,19090,9314,9588
17057,Fulton,IL,1980,18957,7481,10316
17057,Fulton,IL,1984,18377,9131,9147
17057,Fulton,IL,1988,16108,9046,6999
17057,Fulton,IL,1992,17701,9725,5062
17057,Fulton,IL,1996,15706,8857,5155
17057,Fulton,IL,2000,16277,8940,6936
17057,Fulton,IL,2004,17035,9080,7818
17057,Fulton,IL,2008,16323,9732,6251
17057,Fulton,IL,2012,15356,8328,6632
17057,Fulton,IL,2016,15797,6133,8492
17057,Fulton,IL,2020,16724,6503,9867
17059,Gallatin,IL,1960,4570,2386,2179
17059,Gallatin,IL,1964,4239,2845,1394
17059,Gallatin,IL,1968,4190,1980,1802
17059,Gallatin,IL,1972,4001,1844,2148
17059,Gallatin,IL,1976,4123,2611,1499
17059,Gallatin,IL,1980,3466,1678,1700
17059,Gallatin,IL,1984,4112,2164,1939
17059,Gallatin,IL,1988,4063,2455,1580
17059,Gallatin,IL,1992,3944,2371,990
17059,Gallatin,IL,1996,3513,2113,856
17059,Gallatin,IL,2000,3558,1878,1591
17059,Gallatin,IL,2004,3225,1573,1619
17059,Gallatin,IL,2008,2859,1587,1212
17059,Gallatin,IL,2012,2573,1029,1492
17059,Gallatin,IL,2016,2707,657,1942
17059,Gallatin,IL,2020,2674,622,2019
17061,Greene,IL,1960,8344,3847,4487
17061,Greene,IL,1964,7909,4781,3128
17061,Greene,IL,1968,7708,3094,3944
17061,Greene,IL,1972,7521,2824,4673
17061,Greene,IL,1976,7827,4057,3706
17061,Greene,IL,1980,7120,2607,4224
17061,Greene,IL,1984,6655,2563,4057
17061,Greene,IL,1988,6203,3020,3136
17061,Greene,IL,1992,7032,3164,2391
17061,Greene,IL,1996,5934,2734,2245
17061,Greene,IL,2000,5767,2490,3129
17061,Greene,IL,2004,6068,2457,3559
17061,Greene,IL,2008,5807,2619,3053
17061,Greene,IL,2012,5622,2023,3451
17061,Greene,IL,2016,5585,1205,4145
17061,Greene,IL,2020,6237,1349,4770
17063,Grundy,IL,1960,11228,4276,6948
17063,Grundy,IL,1964,10768,5246,5522
17063,Grundy,IL,1968,11105,3407,6607
17063,Grundy,IL,1972,12341,3584,8725
17063,Grundy,IL,1976,13201,5534,7581
17063,Grundy,IL,1980,13204,3970,8397
17063,Grundy,IL,1984,14325,4671,9595
17063,Grundy,IL,1988,14361,5525,8743
17063,Grundy,IL,1992,16265,6122,6346
17063,Grundy,IL,1996,14902,6759,6177
17063,Grundy,IL,2000,16584,7516,8709
17063,Grundy,IL,2004,19831,8463,11198
17063,Grundy,IL,2008,22171,11063,10687
17063,Grundy,IL,2012,21244,9451,11343
17063,Grundy,IL,2016,23237,8065,13454
17063,Grundy,IL,2020,26691,9626,16523
17065,Hamilton,IL,1960,6454,2639,3804
17065,Hamilton,IL,1964,5694,3133,2561
17065,Hamilton,IL,1968,5513,1951,2912
17065,Hamilton,IL,1972,5299,2006,3282
17065,Hamilton,IL,1976,5498,3036,2433
17065,Hamilton,IL,1980,5456,1990,3254
17065,Hamilton,IL,1984,5346,2251,3074
17065,Hamilton,IL,1988,5256,2618,2622
17065,Hamilton,IL,1992,4974,2582,1521
17065,Hamilton,IL,1996,4509,2242,1677
17065,Hamilton,IL,2000,4587,1943,2519
17065,Hamilton,IL,2004,4514,1814,2653
17065,Hamilton,IL,2008,4264,1796,2353
17065,Hamilton,IL,2012,3941,1269,2566
17065,Hamilton,IL,2016,4156,802,3206
17065,Hamilton,IL,2020,4315,824,3432
17067,Hancock,IL,1960,12990,4947,8036
17067,Hancock,IL,1964,11756,6199,5557
17067,Hancock,IL,1968,11397,3720,6866
17067,Hancock,IL,1972,11129,3592,7519
17067,Hancock,IL,1976,10881,4730,6043
17067,Hancock,IL,1980,10585,3522,6597
17067,Hancock,IL,1984,10001,3713,6251
17067,Hancock,IL,1988,9378,4740,4568
17067,Hancock,IL,1992,10069,4213,3714
17067,Hancock,IL,1996,9178,4001,3961
17067,Hancock,IL,2000,9691,4256,5134
17067,Hancock,IL,2004,9899,3975,5837
17067,Hancock,IL,2008,9469,4141,5161
17067,Hancock,IL,2012,9111,3650,5271
17067,Hancock,IL,2016,9121,2139,6430
17067,Hancock,IL,2020,9383,2315,6906
17069,Hardin,IL,1960,3413,1465,1944
17069,Hardin,IL,1964,2963,1639,1324
17069,Hardin,IL,1968,2883,1199,1492
17069,Hardin,IL,1972,3062,1140,1915
17069,Hardin,IL,1976,3017,1602,1393
17069,Hardin,IL,1980,3114,1314,1721
17069,Hardin,IL,1984,2899,1205,1689
17069,Hardin,IL,1988,2824,1308,1504
17069,Hardin,IL,1992,3173,1665,985
17069,Hardin,IL,1996,2617,1323,790
17069,Hardin,IL,2000,2637,1184,1366
17069,Hardin,IL,2004,2437,923,1501
17069,Hardin,IL,2008,2255,892,1330
17069,Hardin,IL,2012,2330,742,1535
17069,Hardin,IL,2016,2148,420,1653
17069,Hardin,IL,2020,2162,449,1691
17071,Henderson,IL,1960,4273,1697,2572
17071,Henderson,IL,1964,4134,2271,1863
17071,Henderson,IL,1968,4148,1635,2224
17071,Henderson,IL,1972,4436,1744,2689
17071,Henderson,IL,1976,4407,2152,2210
17071,Henderson,IL,1980,4246,1609,2443
17071,Henderson,IL,1984,4278,1969,2289
17071,Henderson,IL,1988,3821,2085,1726
17071,Henderson,IL,1992,4048,2013,1310
17071,Henderson,IL,1996,3619,1953,1233
17071,Henderson,IL,2000,3866,2030,1708
17071,Henderson,IL,2004,4153,2269,1857
17071,Henderson,IL,2008,3814,2215,1541
17071,Henderson,IL,2012,3568,1978,1541
17071,Henderson,IL,2016,3518,1155,2155
17071,Henderson,IL,2020,3647,1187,2394
17073,Henry,IL,1960,24690,10372,14297
17073,Henry,IL,1964,22729,12085,10644
17073,Henry,IL,1968,22731,8455,12524
17073,Henry,IL,1972,23185,8368,14796
17073,Henry,IL,1976,22934,9822,12849
17073,Henry,IL,1980,24206,7977,14506
17073,Henry,IL,1984,25262,10679,14504
17073,Henry,IL,1988,23048,11594,11358
17073,Henry,IL,1992,24371,11077,8989
17073,Henry,IL,1996,21897,11201,8393
17073,Henry,IL,2000,23470,11921,10896
17073,Henry,IL,2004,25241,11877,13212
17073,Henry,IL,2008,24785,13181,11263
17073,Henry,IL,2012,24322,12332,11583
17073,Henry,IL,2016,24365,8871,13985
17073,Henry,IL,2020,25635,9797,15300
17075,Iroquois,IL,1960,17213,5821,11376
17075,Iroquois,IL,1964,16452,7029,9423
17075,Iroquois,IL,1968,16033,3897,10885
17075,Iroquois,IL,1972,15784,3723,11995
17075,Iroquois,IL,1976,15481,5167,10129
17075,Iroquois,IL,1980,15327,3362,11247
17075,Iroquois,IL,1984,14685,3300,11327
17075,Iroquois,IL,1988,13886,4221,9596
17075,Iroquois,IL,1992,14530,4440,6948
17075,Iroquois,IL,1996,12737,4559,6564
17075,Iroquois,IL,2000,13424,4397,8685
17075,Iroquois,IL,2004,13835,3832,9914
17075,Iroquois,IL,2008,13596,4643,8695
17075,Iroquois,IL,2012,12784,3413,9120
17075,Iroquois,IL,2016,13102,2504,9750
17075,Iroquois,IL,2020,14025,2908,10877
17077,Jackson,IL,1960,19112,8527,10568
17077,Jackson,IL,1964,19178,12165,7013
17077,Jackson,IL,1968,19657,8856,9134
17077,Jackson,IL,1972,25594,13146,12393
17077,Jackson,IL,1976,24122,12940,10152
17077,Jackson,IL,1980,23829,10291,10505
17077,Jackson,IL,1984,25896,12105,13609
17077,Jackson,IL,1988,21185,11334,9687
17077,Jackson,IL,1992,24434,13373,6899
17077,Jackson,IL,1996,22011,12214,7422
17077,Jackson,IL,2000,23090,11773,9823
17077,Jackson,IL,2004,25826,14300,11190
17077,Jackson,IL,2008,25532,15248,9687
17077,Jackson,IL,2012,24012,13319,9864
17077,Jackson,IL,2016,24617,11634,10843
17077,Jackson,IL,2020,22643,11181,10890
17079,Jasper,IL,1960,6421,3027,3393
17079,Jasper,IL,1964,6020,3406,2614
17079,Jasper,IL,1968,5686,2012,2944
17079,Jasper,IL,1972,5657,2114,3461
17079,Jasper,IL,1976,5650,2772,2794
17079,Jasper,IL,1980,5612,1846,3548
17079,Jasper,IL,1984,5454,1750,3673
17079,Jasper,IL,1988,5189,2135,3024
17079,Jasper,IL,1992,5480,2284,1996
17079,Jasper,IL,1996,4951,2038,2234
17079,Jasper,IL,2000,5021,1815,3119
17079,Jasper,IL,2004,5336,1781,3529
17079,Jasper,IL,2008,5131,2063,2964
17079,Jasper,IL,2012,5043,1436,3514
17079,Jasper,IL,2016,5112,924,3975
17079,Jasper,IL,2020,5576,1007,4494
17081,Jefferson,IL,1960,17625,7784,9841
17081,Jefferson,IL,1964,15901,9653,6248
17081,Jefferson,IL,1968,15467,6476,7367
17081,Jefferson,IL,1972,15905,6396,9448
17081,Jefferson,IL,1976,16520,8989,7422
17081,Jefferson,IL,1980,16340,6761,8972
17081,Jefferson,IL,1984,16885,7200,9642
17081,Jefferson,IL,1988,15426,7729,7624
17081,Jefferson,IL,1992,17597,8665,5497
17081,Jefferson,IL,1996,14981,7263,5937
17081,Jefferson,IL,2000,15360,6685,8362
17081,Jefferson,IL,2004,16948,6713,10160
17081,Jefferson,IL,2008,17141,7462,9302
17081,Jefferson,IL,2012,16320,6089,9811
17081,Jefferson,IL,2016,16999,4425,11695
17081,Jefferson,IL,2020,17404,4608,12476
17083,Jersey,IL,1960,8343,4087,4247
17083,Jersey,IL,1964,6977,3936,3041
17083,Jersey,IL,1968,8130,3350,3806
17083,Jersey,IL,1972,8507,3317,5164
17083,Jersey,IL,1976,8983,4625,4273
17083,Jersey,IL,1980,8985,3324,5266
17083,Jersey,IL,1984,8934,3762,5146
17083,Jersey,IL,1988,8752,4376,4343
17083,Jersey,IL,1992,10093,4749,2933
17083,Jersey,IL,1996,8766,4275,3211
17083,Jersey,IL,2000,9413,4355,4699
17083,Jersey,IL,2004,10137,4597,5435
17083,Jersey,IL,2008,10583,5042,5329
17083,Jersey,IL,2012,9959,3667,6039
